Seq,source,title,tags,apply_space,apply_style,apply_cost,output_text
24937,weak,편안함이 느껴지는 아늑한 공간 인테리어,"브론즈유리, 블랙세면대, 거울장, 베이지타일, 포세린타일, 유로클래식, 클래식붙박이장, 골드손잡이, 화이트붙박이장, 슬림등, 제타화이트, 키큰장, 가전장, 무광도어, 플랩장, 사각싱크볼, 키친판넬, 주방중문, 3연동중문, 초슬림중문, 망입유리, 고시형중문, 폴리싱타일, 행잉형현관장, 플랫화이트, 하부조명, 매입등","spa_0009, spa_0010, spa_0007, spa_0011",sty_0002,,"브론즈유리, 블랙세면대, 거울장, 베이지타일, 포세린타일, 유로클래식, 클래식붙박이장, 골드손잡이를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0009, spa_0010, spa_0007, spa_0011 위주로 구성한다."
24941,weak,견고하면서 튼튼한 모던 클래식 인테리어,"3연동중문, 초슬림중문, 망입유리, 로앤화이트, 클래식주방, 자주방, 그레이상판, 골드손잡이, 키친판넬, 카라라화이트, 가전장, 매트화이트, 글라스도어, abs도어, 키큰장, 화이트도어, 포세린타일, 욕실도어, 거울장, 히든도어","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011",sty_0002,,"3연동중문, 초슬림중문, 망입유리, 로앤화이트, 클래식주방, 자주방, 그레이상판, 골드손잡이를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24942,weak,"군포 산본동 설악주공아파트 21평, 포근하고 아늑한 분위기의 나만의 공간","매입등, 라인조명, 거실인테리어, 우드바닥, 플랫화이트, 간접조명, 팬턴트조명, 행잉장, 테라조타일, 유로여닫이, 행잉장조명, 중문","spa_0008, spa_0001, spa_0009, spa_0010, spa_0004, spa_0011",sty_0002,,"매입등, 라인조명, 거실인테리어, 우드바닥, 플랫화이트, 간접조명, 팬턴트조명, 행잉장를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24943,weak,"인천 산곡동 현대아파트 25평, 공간활용이 돋보이는 소형 평수 인테리어","루바침대, 호텔침대헤드, 유로침대, 슬림등, 매입등, 미니멀거실, 플랫화이트, 자주방, 무광도어, 사각싱크볼, 무광화이트, 행잉형현관장, 하부장조명, 포세린타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0005, spa_0004, spa_0011",sty_0002,,"루바침대, 호텔침대헤드, 유로침대, 슬림등, 매입등, 미니멀거실, 플랫화이트, 자주방를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24946,weak,"구로동 신구로자이나인스에비뉴 53평, 고급스러운 마감재로 깔끔하고 정갈한 공간 완성","강마루, 아트월, 매입등, 라인조명, 화이트도어, 키친바흐, 페닉스, 프리미엄주방, 자주방, 주방중문, 템바보드, 우드루바, 주방아트월, 포세린타일, 테라조타일, 모던현관","spa_0001, spa_0010, spa_0011",sty_0002,,"강마루, 아트월, 매입등, 라인조명, 화이트도어, 키친바흐, 페닉스, 프리미엄주방를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0010, spa_0011 위주로 구성한다."
24949,weak,밝게 변신한 모던 화이트 인테리어,"3연동중문, 모루유리, 초슬림중문, 핑크소파, 매입등, 매트화이트, 자주방, 키친판넬, 화이트상판, 슬림등, 사각싱크볼, 화이트도어, 화이트붙박이장, 유로505, 클래식침대, 부티크침대, 바흐드레스룸, 바흐시스템장, 화이트헹거","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_9999",sty_0002,,"3연동중문, 모루유리, 초슬림중문, 핑크소파, 매입등, 매트화이트, 자주방, 키친판넬를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
24951,weak,"신정동 신트리4단지아파트 20평, 공간을 알차고 실용적이게 꾸민 신혼집","그레이타일, 유리파티션, 거울장, 슬림등, 엣지등, 매입등, 화이트도배, 화이트도어, 제타화이트, 블랙상판, 팬던트조명, 자주방, 키친판넬, 무광도어, 주방등","spa_0008, spa_0001, spa_0010, spa_0011, spa_9999",sty_0002,,"그레이타일, 유리파티션, 거울장, 슬림등, 엣지등, 매입등, 화이트도배, 화이트도어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0010, spa_0011 위주로 구성한다."
24953,paired,"입주예정 래미안원베일리 116E, 한강뷰에 어울리는 미드 센추리 4인 가정집!","고등학생방, 캠버스침대프레임, 사이드테이블, 협탁, 책상, 스케치붙박이장, 의류관리장, 와이드서랍장, 드레스룸, 유로602, 팔로우침대, 포시즌매트리스, 침실빌트인파우더장, 인칸토6인식탁, 펜던트조명, 아일랜드, 11자주방, 조이S, 학생책장, 멀티침대SS, 카모매트리스, 핑크인테리어, 한샘수입도무스, 마드모아젤소파, 피암소파테이블, 1인리클라이너, 거실러그","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_9999",sty_0002,cos_0005,"현관에서 들어와서 보면 야외 테라스와 창문 밖의 뷰까지 가리지 않고 편하게 쉴 수 있게끔 칼리아 이탈리아의 ' 마드모아젤 ' 소파와 투명한 피암 소파테이블 , 노르웨이 IMG사의 1인 리클라이너 를 배치해봤는데 어떠신가요? 고급스러우면서도 개방감을 주죠? 온 가족이 모여서 도란도란 얘기하게 될 거실 스타일링 입니다. 화목함은 에피타이져, 넘치는 사랑이 디저트 가 될 거예요. 실물은 한샘 매장으로 오시면 보실 수 있고 앉아보시면 그 착석감도 잊을 수 없는 첫사랑 같은 소파랍니다. - 인테리어도 고급스럽다고 해서 아늑함이나 편안함까지 놓치실 필요는 없습니다. 침실의 메인인 침대는 ' 필로우 '라는 모델의 더스티화이트 색상 을 제안드려봅니다! 베이지 빛이 살짝 섞인 차분한 화이트 컬러의 프레임 덕분에 어떤 포인트와도 잘 어울리고, 아늑함 을 기본으로 잡고 고급스러움 을 더하기에 충분한 컬러입니다. 두꺼운 원피를 접어 만든 필로우 타입의 디자인 디테일로 필로우 침대의 중앙 폴딩 라인과 베개처럼 자연스럽게 떨어지는 측면 라인은 1.5MM의 두꺼운 원피를 접어 만드는 고가의 디자인 디테일이에요. - 반대편에는 침대와 세트로 나온 필로우 와이드 서랍장을 배치해서 수납에 편의를 더했습니다. 낮에는 차분하고 포근함 느낌으로 고급스럽게 밤에는 시끄러웠던 하루의 끝에서 나를 따듯하게 안아주는 무드를 느끼게 해 줄겁니다. - 수면등으로 활용할 수 있는 조명기능이 탑재된 수납형 프레임 을 배치해서 수납공간이 부족하게 느껴지는 자녀방에 프레임에만 붙박이장 1통 분량의 옷이 들어갈 수 있어요. 옷장과 사이드장을 통해 추가 수납과 로션, 틴트 같은 화장품 사용 공간을 마련했습니다."
24955,weak,아이보리 톤 조명으로 균형을 맞춘 집,"매트화이트, 자주방, 아일랜드, 모자이크타일, 냉장고장, 빌트인후드, 슈가큐브, 침니후드, 스윙붙박이장, 글라스도어, abs도어, 사각등, 이노실링, 템바보드, 미가루버, TV매립벽, 엣지등, 엣지조명","spa_0001, spa_0009, spa_0010",sty_0002,cos_0009,"매트화이트, 자주방, 아일랜드, 모자이크타일, 냉장고장, 빌트인후드, 슈가큐브, 침니후드를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0010 위주로 구성한다."
24957,weak,"성남 분당 서현동 효자촌 그린타운 27평, 우드와 베이지 조합으로 아늑한 공간","3연동중문, 화이트중문, 망입유리, 현관장, 가벽, 테라조타일, 자주방, 화이트주방, 매트화이트, 홈바장, 우드포인트, 펜던트조명, 거실확장, 아트월, 포세린타일, 매입등, 간접조명, 젠다이, 거울수납장, 욕조, 한샘도기, 베이지타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011",sty_0001,,"3연동중문, 화이트중문, 망입유리, 현관장, 가벽, 테라조타일, 자주방, 화이트주방를 중심으로 sty_0001 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24958,weak,"부천시 중동 래미안부천어반비스타 28평, 편백나무를 입은 침실","바흐드레스룸, 바흐시스템장, 아일랜드, 바흐헹거, 편백나무, 우드루바, 포인트조명, 트윈베드, 피톤치드, 폴리싱타일, 우물천장, 등박스, 이노실링, 사각등, 월넛오크","spa_0001, spa_0009, spa_0003, spa_0011",sty_0002,,"바흐드레스룸, 바흐시스템장, 아일랜드, 바흐헹거, 편백나무, 우드루바, 포인트조명, 트윈베드를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0003, spa_0011 위주로 구성한다."
24959,weak,그레이와 화이트 조합으로 완성한 모던 인테리어,"그레이주방, 플랫그레이, 화이트주방, 플랫화이트, 자주방, 키큰장, 빌트인후드, LED조명, 붙박이장, 스윙붙박이장, 베이지붙박이장, 터치크림, 빌트인","spa_0009, spa_0010",sty_0002,,"그레이주방, 플랫그레이, 화이트주방, 플랫화이트, 자주방, 키큰장, 빌트인후드, LED조명를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0009, spa_0010 위주로 구성한다."
24961,weak,"내발산동 우장산 힐스테이트 40평, 디테일이 살아있는 미니멀 인테리어","3연동중문, 모루유리, 초슬림중문, 화이트중문, 우드프레임, 9mm문선, 미니멀도어, 화이트도어, 매트화이트, 빌트인파우더장, 아트월, 월플러스, 등박스, 폴딩도어, 매입등, 이노실링, 젠다이, 포세린타일, 마블타일, 화이트욕조, 거울장","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,,"3연동중문, 모루유리, 초슬림중문, 화이트중문, 우드프레임, 9mm문선, 미니멀도어, 화이트도어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24962,weak,가벽을 활용한 공간 분리 인테리어,"자주방, 블랙주방, 아일랜드식탁, 플랩장, 화이트타일, 다이닝룸, 가벽, 모루유리, 펜던트조명, 우드식탁, 슬라이딩중문, 프리미엄슬라이딩, 블랙중문, 벽돌패턴, 벽조명, 젠다이, 거울수납장, 욕조, 휴판넬, 휴플로어, 패브릭소파, 블루소파, 소파테이블, 러그, 매입등","spa_0008, spa_0001, spa_0010, spa_0002, spa_0007, spa_0011",sty_0002,,"자주방, 블랙주방, 아일랜드식탁, 플랩장, 화이트타일, 다이닝룸, 가벽, 모루유리를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0010, spa_0002 위주로 구성한다."
24963,weak,"인천 십정동 동암신동아아파트 33평, 오래된 아파트의 화려한 변신","3연동중문, 라이너스중문, 망입유리, 현관가벽, 앤틱타일, 모노캐시미어, 무광도어, 자주방, 냉장고장, 키친판넬, 카라라화이트, 마블판넬, 사각싱크볼, 아치게이트, 벤치장, 핑크벽지, 테라조타일, 화이트욕실, 미니멀욕실, 화이트수전, 거울장, 선반","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0004, spa_0011",sty_0002,,"3연동중문, 라이너스중문, 망입유리, 현관가벽, 앤틱타일, 모노캐시미어, 무광도어, 자주방를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
24964,weak,"성남 분당 수내동 양지마을2단지 청구아파트 32평, 심플한 모노톤 인테리어","자가벽, 3연동중문, 네이비중문, 망입유리, 낮은현관장, 거실확장, 터닝도어, 그레이벽지, 붙박이장, 장식장, LED조명, 자주방, 그레이주방, 화이트상부장, 아일랜드, 우드선반, 펜던트조명, 베이지벽지, 베이지도어, 슬라이딩도어, 모노톤인테리어, 젠다이, 거울수납장, 투명파티션, 욕조, 카라라타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0004, spa_0011",sty_0002,,"자가벽, 3연동중문, 네이비중문, 망입유리, 낮은현관장, 거실확장, 터닝도어, 그레이벽지를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24965,weak,"부천시 중동 중흥마을 주공아파트 25평, 여유롭고 세련된 소형 평수 인테리어","아트월, 3연동중문, 모루유리, 화이트도어, 매입등, 테라조타일, 포세린타일, 젠다이, 샤워부스, 거울장, 화이트주방, 자주방, 그레이상판, 팬던트조명, 주방등","spa_0001, spa_0009, spa_0010, spa_0007",sty_0002,,"아트월, 3연동중문, 모루유리, 화이트도어, 매입등, 테라조타일, 포세린타일, 젠다이를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0010, spa_0007 위주로 구성한다."
24966,weak,웜화이트로 따뜻하게 구성한 리모델링,"3연동중문, 초슬림중문, 브론즈유리, 엣지등, 슬림등, 자주방, 모자이크타일, 팬던트조명, 화이트도어, 베이지상판, 사각싱크볼, 침실가벽, 공간분리, 매트화이트","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0011",sty_0002,,"3연동중문, 초슬림중문, 브론즈유리, 엣지등, 슬림등, 자주방, 모자이크타일, 팬던트조명를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24967,weak,폴딩 도어로 확장 효과를 준 모던 감성,"3연동중문, 망입유리, 현관가벽, 육각타일, 현관장, 매트화이트, 자주방, 키친판넬, 화이트카라라, 냉장고장, 부엌플랩장, 한샘플랫그레이, 자아일랜드, 그레이벽지, LED방등, 붙박이장, 책상, 방확장, 3단서랍장, 바흐드레스룸, 시스템행거, 다운라이트, 거울옷장, 바흐그레이, 아트월, 월플러스, 폴딩도어, 등박스, 간접조명, 우드수납장, 샤워파티션, 피에트라휴판넬, 휴플로어, 한샘욕실, 한샘바스밀란3, 피에트라다크그레이, 모노톤욕실, 휴판넬, 안방욕실인테리어, 한샘붙박이장, 모리LED방등, 안방인테리어, 화이트벽지","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,,"3연동중문, 망입유리, 현관가벽, 육각타일, 현관장, 매트화이트, 자주방, 키친판넬를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24971,weak,"입주예정 양정포레힐즈스위첸 101A, 플랜테리어와 함께 힐링하는 My home","아이디s, 학생책상, 멀티수납침대, 카모매트리스, 학생방, 유로503프레임오크, 멀티패널, 협탁, 스톤베이지붙박이장, 한샘호텔침대, 포시즌매트리스, 한샘토브소파, 소파테이블, 거실러그, 1인패브릭소파, 거실av장, 한샘플렉스z, 격자책장, 컴퓨터책상, 서재인테리어","spa_0001, spa_0009, spa_0006, spa_0005, spa_9999",sty_0001,cos_0003,"아이디s, 학생책상, 멀티수납침대, 카모매트리스, 학생방, 유로503프레임오크, 멀티패널, 협탁를 중심으로 sty_0001 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0006, spa_0005 위주로 구성한다."
24972,weak,실용적인 가구 배치로 고급스러운 그레이 모던 인테리어,"3연동중문, 그레이중문, 모루유리, 현관장, 간접조명, 자주방, 그레이주방, 아일랜드, 플랩장, 펜던트조명, 드레스룸, 붙박이장, 행거, 수납장, 바흐드레스룸, 매트화이트, 매트화이트붙박이장, 빌트인화장대, 파우더장, 안방수납, 아트월, 매입등, 등박스, 터닝도어, 젠다이, 거울수납장, 무드등, 투명파티션, 해바라기수전","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,,"3연동중문, 그레이중문, 모루유리, 현관장, 간접조명, 자주방, 그레이주방, 아일랜드를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24974,weak,골드 포인트가 돋보이는 화이트 클래식 인테리어,"붙박이장, 화이트붙박이장, 스윙붙박이장, 클래식붙박이장, 유로클래식, LED조명, 시에나화이트, 클래식주방, 화이트주방, 자주방, 골드손잡이, 침니후드, 키친판넬, 아트월, 거실장, 소파테이블, 슬림등, 매입등, 파우더룸, 파우더장, 화장대","spa_0001, spa_0009, spa_0010, spa_0003",sty_0002,,"붙박이장, 화이트붙박이장, 스윙붙박이장, 클래식붙박이장, 유로클래식, LED조명, 시에나화이트, 클래식주방를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0010, spa_0003 위주로 구성한다."
24981,weak,신혼부부에게 추천하는 모던 인테리어,"자주방, 냉장고장, 한샘싱크대, 키친판넬, 부엌아일랜드, 팬던트조명, 유로300, 바체어, 거실확장, 거실소파, 소파테이블, 러그, 다이닝테이블, 다운라이트, 딥그레이벽지, 화장대, 모노톤인테리어, LED슬림방등, 침대프레임, 침실조명, 샤워파티션, 조적젠다이, 욕실수납장, 욕실간접조명, 해바라기샤워기, 브론즈유리","spa_0001, spa_0009, spa_0010, spa_0007",sty_0002,,"자주방, 냉장고장, 한샘싱크대, 키친판넬, 부엌아일랜드, 팬던트조명, 유로300, 바체어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0010, spa_0007 위주로 구성한다."
24983,paired,"입주예정 수원센트럴아이파크자이 58, 거실에 붙박이장 설치하여 수납공간 확보한 신혼집","메이원형식탁, 책장, 펜던트조명, 유로604, 프렌치침대프레임, 포시즌매트리스, 협탁, 화장대, 서랍장, 플렌테리어, 한샘수납, 빌트인세탁장, 원형테이블, 한샘MVME, 고다소파, 아카이브AV장, 거실수납장, 소파테이블","spa_0008, spa_0001, spa_0009, spa_0010, spa_0004, spa_9999",sty_0004,cos_0003,"무난한 배치 이제는 그만!! 트렌디한 감각이 돋보이는 미드 센추리 감성의 한샘 ""아카이브"" 거실장과 수납장을 통해 우리 집의 얼굴인 거실 공간을 감각적으로 배치해 보았습니다. 디자인도 중요하지만 수납력도 우수한 아카이브 거실장을 통해 남다른 우리 집 거실을 한 번 꾸며보세요~ - 소파는 당연히 편해야지~ 우리 집에서 가장 많이 사용하는 가구 중 하나인 소파 당연히 편해야 하겠죠?? 한샘 리클라이너 소파의 대표주자 "" 고다 "" 소파입니다. 고다 소파의 핵심 미니멀 디자인에 절제된 실루엣과 컬러로 어디에나 어울리는 제품 입니다. 일반 3인용은 너무 작고 4인용은 너무 비례감이 클 수 있었는데 한샘 고다 소파는 3.5인사이즈도 운영되고 있기에 거실 공간에 딱 알맞은 사이즈로 배치해 보세요~"
24984,weak,기능에 충실한 블랙 포인트 그레이 모던 인테리어,"3연동중문, 블랙중문, 낮은현관장, 현관장, 반침장, 거실확장, LED조명, 간접등, 그레이벽지, 터닝도어, 거울수납장, 선반, 보조거울, 해바라기수전, 그레이타일, 자주방, 블랙주방, 화이트주방, 제타블랙, 제타화이트, 벽선반, 코너싱크대, 붙박이장, 슬라이딩장, 베이지붙박이장, 맞춤가구, 빌트인플러스, 거실장, 중앙장식장","spa_0008, spa_0001, spa_0009, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,,"3연동중문, 블랙중문, 낮은현관장, 현관장, 반침장, 거실확장, LED조명, 간접등를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24985,weak,아늑함이 느껴지는 미니멀 신혼 하우스,"뉴트럴브라운, 월넛상부장, 욕실등, 포세린타일, 젠다이, 화이트현관장, 행잉형현관장, 화이트도어, abs도어, 화이트거실, 미니멀거실, 사각등, 화이트주방, 자주방, 매트화이트, 모자이크타일, 플랩장, 주방등, 팬던트조명, 냉장고장","spa_0001, spa_0010, spa_0007, spa_0011",sty_0002,,"뉴트럴브라운, 월넛상부장, 욕실등, 포세린타일, 젠다이, 화이트현관장, 행잉형현관장, 화이트도어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0010, spa_0007, spa_0011 위주로 구성한다."
24987,weak,감각적인 직선 디자인의 세로 타일 인테리어,"3연동중문, 화이트중문, 슬림중문, 망입유리, 현관장, 행잉형현관장, 거울도어, 아트월, 자주방, 베이지주방, 그레이주방, 모노캐시미어, 아일랜드, 침니후드, 세로타일, 드레스룸, 파우더장, 붙박이장, 글라스도어, 한샘도어, 스윙붙박이장, 베이지붙박이장, 무드베이지, 빌트인가구, 화이트붙박이장, 매트화이트, 매립등, 빌트인플러스, 거실장, 중앙장식장, 젠다이, 거울수납장, 투명파티션, 코너선반, 욕조, 투톤타일, 테라조타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011",sty_0004,,"3연동중문, 화이트중문, 슬림중문, 망입유리, 현관장, 행잉형현관장, 거울도어, 아트월를 중심으로 sty_0004 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24988,weak,"부천시 중동 중흥마을 신동아영남 47평, 기능적인 레이아웃이 느껴지는 공간","자주방, 크림주방, 사각싱크볼, 그레이판넬, 매입등, 유로클래식, 클래식붙박이장, 골드손잡이, abs도어, 방등, 클래식욕실, 화이트프레임, 한샘도기, 젠다이, 육각거울, 폴딩도어, 웨인스코팅, 라인조명, 슬림등, 아트월, 화이트도어, h형책상, 일체형책상, 화이트붙박이장","spa_0008, spa_0001, spa_0009, spa_0010, spa_0005, spa_0007, spa_9999",sty_0002,,"자주방, 크림주방, 사각싱크볼, 그레이판넬, 매입등, 유로클래식, 클래식붙박이장, 골드손잡이를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24990,weak,공간 맞춤형 펜던트 조명으로 무드 있는 공간,"3연동중문, 초슬림중문, 모루유리, 망입유리, 현관장, 거울도어, 거울수납장, 선반, 코너선반, 휴판넬, 휴플로어, 그레이욕실, 자주방, 화이트주방, 클래식주방, 아일랜드, 침니후드, 카라라타일, 드레스룸, 행거, 수납장, 바흐드레스룸, 바흐드레스룸그레이, 매입등, 이노실링, 그레이벽지, 거실확장, 화이트창호, 펜던트조명","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0004, spa_0011",sty_0005,,"3연동중문, 초슬림중문, 모루유리, 망입유리, 현관장, 거울도어, 거울수납장, 선반를 중심으로 sty_0005 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24992,weak,골드 포인트로 우아한 화이트 클래식,"거실인테리어, 화이트인테리어, 책장, 거실장, TV박스, 아일랜드, 11자주방, 화이트주방, 키친바흐화이트, 사각싱크볼, 라인조명, 윈도우시트, 벤치장, 시스템에어컨, 벽선반, 민트포인트, 템바보드, 침대헤드, 간살파티션, 평상, 침실인테리어, 현관장, 장식장, 플랫화이트, 벤치, 비정형거울, LED거울, 조적파티션, 조적욕조, 샤워부스, 골드포인트, 클래식욕실","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011",sty_0005,,"거실인테리어, 화이트인테리어, 책장, 거실장, TV박스, 아일랜드, 11자주방, 화이트주방를 중심으로 sty_0005 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
24994,weak,깔끔한 화이트 그레이 모던 인테리어,"자주방, 화이트주방, 플랫화이트, 침니후드, 우드식탁, 식탁벤치, 반타원식탁, 유리협탁, 스탠드조명, LED조명, 그레이벽지, 강마루, 슬라이딩중문, 블랙중문, 현관장, 거울도어, 폴리싱타일, 카라라타일, 아트월, 월플러스, 우물천장, 매립등, 클린트, 사이드테이블","spa_0001, spa_0006, spa_0010, spa_0011",sty_0002,,"자주방, 화이트주방, 플랫화이트, 침니후드, 우드식탁, 식탁벤치, 반타원식탁, 유리협탁를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0006, spa_0010, spa_0011 위주로 구성한다."
24995,weak,"수원 이의동 래미안광교아파트 48평, 블랙 그레이 차분한 모던 하우스!","가벽, 파티션, 식탁조명, 아일랜드, 펜던트조명, 드레스룸, 시스템장, 바흐내추럴, 마블타일, 휴플로어, 젠다이, 휴판넬, 카고D그레이, 슬라이딩, 붙박이장, 터치크림, 빌트인, 파우더장, 아트월, 간접조명, 우물천장, 라인조명, 유광타일, 유로300, 그레이키친, 유로도브","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,,"가벽, 파티션, 식탁조명, 아일랜드, 펜던트조명, 드레스룸, 시스템장, 바흐내추럴를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24996,weak,"김포시 장기동 청송마을 현대아파트 43평, 아침 햇살 가득한 모던 인테리어","자주방, 화이트주방, 베이지상판, 벽돌타일, 슬림등, 주방등, 아트월, 매입등, 팬던트조명, 간접조명, 우드템바보드, 방등, 월넛상부장, 젠다이, 뉴트럴브라운, 휴플로어, 카고그레이, 글라스도어, 골드수전, 터치크림, 빌트인파우더장, 베이지붙박이장, 테라조타일, 욕실선반, 브론즈파티션, 거울장, 한샘수전","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0004",sty_0002,,"자주방, 화이트주방, 베이지상판, 벽돌타일, 슬림등, 주방등, 아트월, 매입등를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24998,weak,화이트 카라라 타일 바닥으로 화사하게,"자주방, 클래식부엌, 아일랜드식탁, 직부등, 화이트인테리어, 슬라이딩중문, 한샘프로메사, 펜던트조명, 골드프레임, 샤워부스, 그린포인트타일, 젠다이, 골드수전, 드레스룸, 붙박이장, 수납장, 거울도어, 블랙미러, 등박스, 간접조명, 패브릭소파, 쉬폰커튼, 카라라타일바닥, 사이드테이블, 한샘붙박이장, 맞춤드레스룸, 바흐맞춤, 아일랜드서랍장, 다운라이트, 브론즈유리, 우물천장, 침대프레임, 암막커튼, 간접등, 비앙코타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007",sty_0005,,"자주방, 클래식부엌, 아일랜드식탁, 직부등, 화이트인테리어, 슬라이딩중문, 한샘프로메사, 펜던트조명를 중심으로 sty_0005 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
24999,paired,"입주예정 수원센트럴아이파크자이 100A, 아지트 같은 아늑한 3인 가족의 집!","슬로우패브릭침대, 포시즌매트리스, 협탁, 한샘플랫, 컴퓨터책상, 아이디s, h형책상, 멀티수납침대SS, 카모매트리스, 콤비블라인드, 유로506스케치붙박이장, 노출서랍장, 의류관리기장, 한샘수입소파, 1인리클라이너, 티테이블, 플라타거실AV장, 러그","spa_0001, spa_0009, spa_0006, spa_0003, spa_9999",sty_0002,cos_0007,칼리아 마드모아젤 4인 코너형 소파 앉는 순간 기분 좋은 울림을 주는 소파 100% made in ITALY 50년 역사의 칼리아 명품의 자부심 마드모아젤 소파를 느껴보세요 - 차분하고 안정감 있는 학생방 아이디S 를 소개합니다 공부하는 내내 집중력과 학습에 흥미가 떨어지지 않도록 아이의 취향과 생각을 반영한 독립적인 공간을 만들어주세요~!
