Seq,Title,TagList,apply_space,apply_cost,apply_style
13737,송천동 주공아파트 76a형 신혼집 리모델링,"블랙키친주방, 블랙디자인에냉장고장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011",cos_0006,sty_0002
13738,쌍둥이를 위한 공간 플랜,"침대, 협탁, 벽부등","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011",cos_0002,sty_0002
13739,사직동 사직한신아파트 24평 화이트 베이지 컨셉 초등자녀와 함께할 수 있는 학업공간 조성,"매트화이트, 초슬림3연동중문, B300, 행잉형현관장, 현관장, 방화문필름, 모루유리, 무드화이트, 슈가큐브, 무드화이트, 슈가큐브, 캉캉, 키친판넬, 샌드스톤화이트, 인덕션, 구스넥수전, 붙박이, 매트화이트, 브론즈코팅샤워파티션, 샤워파티션, 욕실상부장, 마이티은경슬라이딩장, 수전, 세면대, 양변기, 대리석선반, 타일욕실, 브론즈코팅샤워파티션, 샤워파티션, 욕실상부장, 마이티은경슬라이딩장, 수전, 세면대, 양변기, 대리석선반, 타일욕실, 4방도어, ABS도어, 사직한신아파트, 24평, 2베이, 사직, 한신, 20평대, 스윙엣지, 거실등, 개나리벽지, 아트북, 22T장판, 어반스톤베이지, 마이너스몰딩, 슬림걸레받이, 초등자녀, 학업공간","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999",cos_0004,sty_0002
13742,광주광역시 주월동 현대아파트 30평 따뜻함을 품은 베이지 인테리어,"자파티션, 3연동중문, 유리중문, 현관장, 자파티션, 한샘중문, 9mm문선, 한샘도어, 강마루, 한샘창호, 매립등, 9mm문선, 매립조명, 한샘창호, 젠다이, 거울수납장, 코너선반, 샤워파티션, 투명파티션, 한샘밀란키친, 한샘부엌, 무드베이지, 한샘바스, 휴판넬, 휴플로어, 한샘주방, 자주방, 싱크볼, 가스쿡탑, 주방후드","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
13750,광주 치평동 금호대우아파트 24평형 화이트와 우드의 조합으로 미니멀한 집을,"거실인테리어, 우드인테리어, 강마루, 실크벽지, 티비매립박스, 폴딩도어, 드레스룸인테리어, 바흐시스템장, 화장대, 발코니인테리어, 세탁기단연장, 비스포크냉장고, 세탁기, 건조기, 서재방인테리어, 펜트리공간, 수납, 화이트인테리어, 안방인테리어, 화이트인테리어, 파우더장, 주방인테리어, 자형주방, 캐시미어, 포세린타일, 욕조, 욕실상부장, 욕실인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011",cos_0006,sty_0002
13762,매력적인 공간이 돋보이는 집,"소파, 거실테이블, 가죽소파","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011",cos_0002,sty_0002
13763,편안한 분위기로 채워준 넓은 공간 인테리어,"그레이욕실, 골드수전, 화이트세면대, 등박스, 화이트도배, 화이트거실, 화사한거실, 이노실링, 매트화이트, 슬라이딩장, 매트화이트, 슬라이딩중문, 화이트현관장, 현관장손잡이, 프리미엄중문, 맨하탄, 키친바흐, 프리미엄주방, 고급주방, 화이트주방, 하이글로시크림, 보조주방, 발코니주방, 화이트보조주방, 클래식욕실, 베이지세면대, 골드수전, 그레이타일, 그레이욕조, 키친바흐, 맨하탄, 하이글로시크림, 키친판넬, 화이트상판","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0005
13765,남구 용호데시앙헤링턴플레이스파크시티 31평 심플인테리어 공간을 만들다,"거실, 인테리어, 빌트인수납장, 우물천정, 실링팬, 부엌, 인테리어, 유로700, 웜인테리어, 자부엌, 서재, 멀티룸, 붙박이장, 따뜻함, 안방, 인테리어, 붙박이장, 화이트계열, 포근함, 욕실, 인테리어, 휴판넬, 휴플로우, 공간설계, 현관, 인테리어, 신발장, 3연동초슬림중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999",cos_0007,sty_0002
13780,집에 빨리 가고싶어지는 봉선금호타운1차 32평형 아파트 소개합니다,월플러스장판거실확장,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007",cos_0007,sty_0002
13782,광주 양림동 휴먼시아 43py 포인트가 있는 화이트 인테리어,"대면형주방, 11자부엌, 바흐드레스룸, 한샘드레스룸, 서재인테리어, 멀티룸구성, 안방인테리어, 한샘침실인테리어, 양림동휴먼시아, 양림휴먼시아, 양림휴먼시아인테리어, 40평형대인테리어, 자녀방인테리어, 아이방인테리어, 아이방침대, 키친바흐블랑, 한샘부엌, 한샘거실인테리어, 다운라이트, 모던인테리어, 한샘무드화이트, 한샘중문, 한샘3연동중문, 한샘바스, 한샘욕실","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999",cos_0009,sty_0002
13787,라이프스타일의 안성맞춤,"플랜테리어, 가드닝","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999",cos_0005,sty_0002
13795,화이트에 멋스러움을 더하다,"베일화이트, 타일욕실, 붙박이장, 안방인테리어, 화이트붙박이장, 비스포크식기세척기, 비스포크인덕션, 엘리카샤이어후드, 사각싱크볼, 무광수전, 빌트인수납장, 중앙오픈장, 삼성스마트오븐, 리프트업키큰장, 실링팬, 간접조명, 슬라이딩책장, 중문인테리어, 아치형중문, 화이트중문, 키친핏냉장고, 빌트인냉장고, 화이트주방, 키친핏냉장고, 빌트인냉장고, 화이트주방, 대형플랩장, 파우더장, 조명거울, 현관인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011",cos_0008,sty_0002
13826,사하구 구평 한신휴플러스 25평 화이트인테리어 포인트는 부엌이다,"거실, 인테리어, 우물천정, 실링팬, 화이트베이지, 드레스룸, 인테리어, 붙박이장, 개인공간, 부엌, 인테리어, 포인트, 부엌, 인테리어, 포인트, 카운터형부엌, 서재, 인테리어, 화이트이미지, 업무, 욕실, 인테리어, 욕실, 인테리어, 휴플로우, 휴판넬, 욕조, 젠다이, 침실, 인테리어, 안방, 심플, 호텔, 현관, 인테리어, 프리미엄비대칭중문, 산뜻함","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999",cos_0007,sty_0002
13831,전주 인후동 한신휴플러스 33평형 모던인테리어 공간을 바꾸다,"거실인테리어, 33평형, 템바, 루버, 발코니, 수납장, 창고장, 빌트인장, 수납장, 책장, 맞춤수납장, 한샘책장, 수납장, 아이방인테리어, 자녀방, 안방인테리어, 수납장, 붙박이장, 파우더장, 한샘화장대, 욕실인테리어, 한샘바스, 바스, 욕실리모델링, 한샘키친, 아일랜드, 오픈형주방, 자주방, 주방인테리어, 한신휴플러스, 한신휴플러스, 아파트인테리어, 전주리모델링","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_9999",cos_0007,sty_0002
13834,simple best,"거실인테리어, 미니멀인테리어, 템바보드, 장판, 매립등, 멀티룸인테리어, 휴식공간인테리어, 아이방인테리어, 가벽철거, 베이지인테리어, 안방인테리어, 빌트인화장대, 붙박이장, 화이트인테리어, 욕실인테리어, 포세린타일, 레인샤워수전, 주방인테리어, 베이지인테리어, 키큰장, 보조주방, 슬라이딩콘센트, 현관인테리어, 화이트인테리어, 하부조명, 행잉형현관장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999",cos_0006,sty_0002
13846,봉선동 무등파크2차 4인가족 수납가득 리모델링,"거실, 거실인테리어, 거실확장, 발코니, 베란다, 반침장, 붙박이장, 부엌, 부엌인테리어, 자부엌, 냉장고장, 키큰장, 아이방, 아이방인테리어, 붙박이장, 욕실, 호텔식, 휴판넬, 휴플로어, 한샘욕실, 현관, 현관인테리어, 중문, 파티션, 신발장","spa_0008,spa_0001,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",cos_0009,sty_0002
13853,방배동 롯데캐슬로제 아파트 61평 우아한 한마리의 백조같은 매트화이트인테리어,한샘플루드소파,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
13858,군산 미장 아이파크 1차 39평 화이트 내추럴 인테리어,"39평, 미장아이파크, 아이파크1차, 군산30평대아파트, 미장동아파트, 미장아이파크, 아이파크1차, 군산30평대아파트, 미장동아파트, 30평형아파트, 30평대, 부분리모델링, 키친핏냉장고, 화이트주방, 상부장없는주방, 아일랜드, 한샘바스, 휴플로어, 휴판넬, 미끄럼방지, 욕실, 욕실리모델링, 욕실인테리어, 현관장, 신발장, 벤치장, 현관인테리어, 화장대, 파우더룸, 파우더장, 낮은화장대, 높은화장대","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",cos_0004,sty_0002
13864,광주 각화동 글로벌아파트 짜임새 있는 공간으로 인테리어 제안드립니다,"광주인테리어, 한샘인테리어, 바흐드레스룸, 한샘드레스룸, 전체인테리어, 전체인테리어, 한샘리하우스, 침실인테리어, 한샘침대, 한샘바스, 한샘욕실, 한샘부엌인테리어, 한샘부엌, 한샘주방인테리어, 한샘무드화이트","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999",cos_0007,sty_0002
13870,욕실에 힘을 쏟은 신혼부부의 집,"9mm문선, 유로3도어, 라운드프리미엄중문, 아치중문, 곡선중문, 비대칭중문, 매머드타운, 주례반도보라, 반도보라, 모자이크타일, 안방욕실, 핑크타일, 붙박이, 파우더장, 화장대, 스윙중문, 라운드프리미엄중문, 비대칭중문, 얇은중문, 아치중문, 조적욕조, 졸리컷, 타일욕조, 600각, 600600, 조적욕조, 타일욕조, 욕실방수, 욕조계단, 졸리컷, 조적욕조, 타일욕조, 욕조계단, 600각타일, 졸리컷","spa_0009,spa_0007,spa_0011,spa_9999",cos_0007,sty_0002
13922,센텀비치푸르지오 28평 트렌디한 나만의 집,"붙박이장, 스타일러장, 한샘리하우스, 리모델링, 센텀비치푸르지오, 비치푸르지오, 실링팬, 폴딩도어, 한샘리하우스, 리모델링, 센텀비치푸르지오, 한샘주방, 리모델링, 센텀비치푸르지오, 한샘부엌, 주방, 부엌, 유로페이지, 유로500페이지, 오프화이트, 로즈그레이","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_9999",cos_0006,sty_0002
13924,깨끗한 화이트 미니멀 인테리어,"붙박이장, 스윙붙박이장, 화이트붙박이장, 매트화이트, 빌트인, 커튼박스, 간접조명, 우물천장, 간접조명, 실링팬, 매립등, 폴딩도어, 화이트폴딩도어, 타일욕실, 베이지타일, 포세린타일, 젠다이, 욕조, 샤워파티션, 투명파티션, LED거울, 화이트주방, 매트화이트, 자주방, 빌트인후드, 사각싱크볼, 펜던트조명","spa_0001,spa_0009,spa_0010,spa_0007",,sty_0002
13927,알찬 수납공간이 돋보이는 화이트 톤 하우스,"매트화이트, 한샘신발장, 현관장거울, 현관장하부조명, 앙키비앙코타일, 은경도어, 천장평탄화, 엣지조명, 한샘강마루, NEO강마루, 베이직라이트오크, 빌트인플러스, 거실중앙장식장, 거실확장, 한샘바스, 콘크리트베이지, 휴판넬, 카고모카, 휴플로어, 거울슬라이딩장, 우드포인트, 골드몰딩, 한샘붙박이장, 한샘매트화이트, 무광도어, 슬림LED방등, 매입등, 한샘키친, 밀란100퓨어화이트, 실린더조명, 직부등, 자주방, 거위목수전, LED주방등, 연그레이타일, 휴판넬, 휴플로어, 한샘바스, 낭트아이보리, 오슬로그레이, 격자파티션, 은경슬라이딩장, 무지주선반","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
13932,따뜻한 베이지 톤의 센스 있는 리모델링,"건실욕실, 가벽활용, 파우더룸세면대, 귀여운조명, 아이방조명, 매트화이트, 화이트붙박이장, 아이방붙박이장, 라인조명, 간접조명, 베이지거실, 따뜻한분위기, 등박스, 베이지소파, 베이지욕실, 베이지젠다이, 베이지타일, 투명샤워파티션, 템바보드, 빌트인장식장, 심플다이닝, 다이닝조명, 팬던트조명, 등박스, 조적욕조, 조적젠다이, 베이지욕조, 베이지조적, 베이지타일, 침실가벽, 안방가벽, 루바가벽, 침실공간분리, 등박스, 공간활용, 템바보드, 벤치장, 낮은벤치장, 현관거울, 현관루바, 베이지현관, 베이지간살, 화이트주방, 베이지상판, 미니아일랜드, 심플아일랜드, 화이트후드","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0002,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
13936,강서구 등촌동아이파크 32평 그레이 포인트의 세련된 인테리어,"3연동중문, 낮은현관장, 슬림중문, 테라조타일, 모루유리, 그레이아트월, 그레이도어, 오크바닥, 매립등, 화이트벽지, 매트화이트, 그레이필름, 그레이현관문, 그레이현관, 태라조타일, 테라조타일, 테라조젠다이, 블랙상부장, 블랙파티션, 테라조욕조, 폴딩도어, 화이트벽지, 오트마루, 밝은거실, 개방감, 화이트주방, 그레이타일, 자주방, 가전소물장, 딥그레이상판","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
13942,화이트톤의 넓고 쾌적한 리모델링,"자주방, 미니아일랜드, 간단아일랜드, 화이트후드, 한샘인덕션, 화이트플랩장, 미니욕조, 심플욕조, 베이지젠다이, 월넛상부장, 족욕욕조, 발코니인테리어, 차한잔, 베이지루바, 베이지욕실, 베이지젠다이, 타원형거울, LED거울, 보조주방, 화이트보조주방, 그레이오크장판, 아치게이트, 화이트붙박이장, 안방인테리어, 화이트침실, 화이트조명, 원도어중문, 여닫이중문, 화이트중문, 화이트현관, 벤치장, 화이트거실, 화이트폴딩도어, 홈카페, 베이지장판, 실링팬","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
13946,화이트 우드 컨셉의 따뜻하고 세련된 공간,"그레이젠다이, 우드루바, 우드플랩장, 우드포인트, 조명거울, 타원형거울, 매트화이트현관장, 브라운타일, 화이트현관, 화이트현관장, 행잉형현관장, 블랙플랩장, 연그레이욕조, 연그레이젠다이, 주백색등, 오크강마루, 화이트벽지, 밝은거실, 간접조명, 플랫화이트, 월넛마루, 화이트붙박이장, 넉넉한수납, 안방붙박이장, 화이트주방, 매트화이트, 슈가베이지, 베이지상판, 화이트후드","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
13964,화이트 컬러의 화사한 인테리어 완성,"로앤화이트, 클래식주방, 화이트주방, 키친유로, 카라라타일, 그레이판넬, 블랙욕실, 골드포인트, 골드수전, 스타일그레이, 그레이붙박이장, 웨인스코팅, 딥그린벽, 딥그린웨인스코팅, 네이비도어, 클래식침실, 클래식현관장, 카라라타일, 폴딩도어, 폴리싱아트월, 폴리싱타일, 라인조명, 등박스, 모던거실","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
14003,광주 북구 동림동 유일가든 22평 구축 리모델링 마치 신축인듯,"거실인테리어, 베이지인테리어, 매립등, 한샘장판, 미니멀인테리어, 드레스룸인테리어, 시스템장, 아일랜드수납장, 악세사리장, 그레이인테리어, 서재방인테리어, 업무공간인테리어, 안방인테리어, 화이트인테리어, 벽등, 파우더장, 욕실인테리어, 건실욕실, 한샘바스, 휴판넬, 휴플로어, 우드상부장, 샤워파티션, 주방인테리어, 화이트주방, 매립등, 장식등, 사각싱크볼, 비스포크인덕션, 비스포크냉장고, 현관인테리어, 화이트인테리어, 거울도어, 직부등","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999",cos_0005,sty_0002
14013,영도 미광마린타워 26평 화이트 그레이 모노톤의 차분하면서 세련된 인테리어,"거실인테리어, 포인트벽지, 욕실인테리어, 건식욕실, 휴판넬, 휴플로어, 주방인테리어, 화이트부엌","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999",cos_0002,sty_0002
14014,넓고 편리하게 디자인한 모던 인테리어,"러블리벽지, 핑크벽지, 파스텔벽지, 매트화이트, 빌트인파우더장, 매트화이트, 화이트붙박이장, 매트화이트, 화이트현관장, 슬라이딩중문, 프리미엄중문, 모던현관, 모노네이비, 한샘모노, 네이비주방, 자주방, 한샘싱크, 블랙아트월, 모던아트월, 엣지조명, 모던거실, 블랙거실","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
14015,동래구 온천동래sk뷰1차 아파트 32평 화이트 인테리어 공간을 두드리다,"거실, 인테리어, 우물천정, 실링팬, 고급스러움, 드레스룸, 인테리어, 공간활용, 부엌, 인테리어, 자부엌, 세련됨, 아이방, 서재, 인테리어, 붙박이장, 맞춤설계, 안방, 인테리어, 붙박이장, 화장대, 맞춤설계, 욕실, 인테리어, 휴판넬, 휴플로우, 화이트, 현관, 인테리어, 중문, 3연동초슬림","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999",cos_0007,sty_0002
14021,서초롯데캐슬아파트 32평 따뜻함이 묻어나는 공간,"한샘소파, 한샘602포네쇼파, 한샘식탁, 포세린타일","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007",cos_0007,sty_0002
14024,화명동 롯데캐슬카이저 초등 자녀와 함께 거주하는 모던화이트 우드 따뜻한 하우스,"매트화이트, 행잉, 실링팬, 우물천장, 간접우물천장, 헤링본, 라인조명, 욕실리모델링, 자녀방, 가벽, 졸리컷, 대형타일, 중문, 프리미엄스윙, 화명롯데캐슬카이저","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999",cos_0009,sty_0002
14033,화이트 인테리어로 미니멀한 집을,"거실인테리어, 화이트인테리어, 월플러스, 템바보드, 벽등, 하부장, 장판, 실크벽지, 미니멀인테리어, 멀티룸인테리어, 휴식공간인테리어, 화이트인테리어, 아이방인테리어, 화이트인테리어, 붙박이장, 안방인테리어, 화이트인테리어, 붙박이장, 욕실인테리어, 한샘바스, 휴판넬, 휴플로어, 욕실인테리어, 휴판넬, 휴플로어, 은경슬라이딩장, 현관인테리어, 화이트인테리어, 장식장, 현관장, 화이트인테리어, 사각싱크볼, 연동형후드, 연동형인덕션, 빌트인냉장고, 비스포크냉장고, 주방인테리어","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011",cos_0007,sty_0002
14040,주례의 행운 럭키아파트 30평형대 신혼을 위한 심플 인테리어,"서재, 주례인테리어, 신혼부부, 신혼인테리어, 30평인테리어, 한샘, 빌트인, 한샘빌트인, 한샘가구, 서재, 주례인테리어, 신혼부부인테리어, 주례럭키아파트, 서재인테리어, 한샘가구, 한샘, 한샘드레스룸, 바흐드레스룸, 한샘시스템장, 시스템가구, 오픈형드레스룸, 화장대, 한샘, 한샘소파, 거실인테리어, 한샘, 한샘소파, 거실인테리어, 신혼인테리어, 패브릭소파, 한샘패브릭소파, 주례럭키아파트, 럭키주례아파트, 한샘, 한샘욕실, 한샘인테리어, 욕실인테리어, 한샘휴플로어, 신혼부부, 욕실, 욕실미끄럼, 한샘, 한샘키친, 한샘부엌, 부엌공사, 30평형대부엌, 인테리어, 모던인테리어, 우드인테리어, 한샘침대, 한샘빌트인, 빌트인티비장, 매립형TV, 빌트인붙박이장, 한샘인테리어, 주례럭키아파트, 럭키주례아파트, 신혼인테리어, 한샘침대, 한샘호텔침대, 한샘침대추천, 호텔침대, 연예인침대, 한샘인테리어, 침대추천, 신혼부부침대","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999",cos_0006,sty_0002
14043,꼼꼼하고 안정감 있는 목공이 돋보이는 모던 인테리어,"매트화이트, 빌트인파우더장, 스윙붙박이장, 바흐드레스룸, 시스템장, 바흐행거, 아일랜드, 베일화이트, 상부장, 휴판넬, 휴플로어, 한샘도기, 욕실선반, 골드수전, LED거울, 슈퍼슬림중문, 3연동중문, 망입유리, 하프파티션, 플랫화이트, 행잉형현관장, 간접조명, 폴리싱타일, 아치게이트, 월플러스, 배수브그레이, 팬던트등, 월플러스, 배수브그레이, 아치게이트, 매입등, 제타블랙, 제타화이트, 자주방, 침니후드, 무광도어, 사각싱크볼, 매입등, 인덕션, 휴판넬, 휴플로어, 골드수전, 젠다이, 거울장, 간접조명","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999",cos_0008,sty_0002
14046,장림협성르네상스타운 33평 모던 200 끼얹은 인테리어,"거실인테리어, 거실확장형인테리어, 드레스룸인테리어, 파우더룸인테리어, 디자인후드, 플랩벽장, 빌트인식기세척기, 대면형주방, 무몰딩현관장, 보조주방, 보조주방인테리어, 복도조명, 복도인테리어, 모던인테리어, 서재인테리어, 서재방, 아치게이트, 드레스룸인테리어, 안방붙박이, 맞춤수납, 욕실인테리어, 포인트벽타일, 자녀방인테리어, 장림협성르네상스타운, 30평대인테리어, 모던인테리어, 중문추천, 브론즈유리, 원도어중문, 키친판넬, 모던부엌인테리어, 무드화이트, 자주방, 호텔욕실, 골드수전, 욕실인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999",cos_0008,sty_0002
14055,영도 영선반도보라아파트 32평 화이트에 아늑함을 더하다,거실인테리어,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999",cos_0007,sty_0002
14062,35년 된 금정구 서동 현대아파트 21평 gray에 진심인 한 남자의 집 bh프로젝트,"라인조명, 월플러스, 배수브다크그레이, 남자의집, 라인조명, 입구목공, 문틀, 매트그레이, SL중앙TV장, 2인치매입등, 라인조명, 월플러스, 그레이, TV장, 매트그레이, 라인조명, 2인치, 다운라이트, 매립등, 매입등, 콘크리트그레이, 한샘바스, 콘크리트다크그레이, 키친판넬, 플렛그레이, 플랫그레이, 플랫그레이, 키친핏, 그레이주방, 키친판넬, 한샘바스, 콘크리트다크그레이, 콘크리트그레이, 현대아파트, 금정구서동현대아파트, 서동현대아파트, 구축아파트","spa_0001,spa_0010,spa_0007,spa_9999",cos_0005,sty_0002
14066,화정마을2단지부영아파트 32평 성장 속도가 남다른 아이방 확장을 해볼까요,"노출서랍장, 와이드월플러스사하라, 한샘장판35t, 투톤부엌인테리어, 키친판넬","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_9999",cos_0008,sty_0002
14076,월넛 색상의 바닥이 돋보이는 감각적인 하우스,"그레이중문, 월넛마루, 은은한중문, 투도어중문, 양문형중문, 망입유리, 우드상부장, 연그레이욕실, 그레이젠다이, 심플욕조, 화이트욕조, 우드주방, 내추럴주방, 모자이크타일, 우드선반, 인덕션시공, 월넛마루, 거실확장, 하프파티션, 현관가벽, 화이트벽지, 포인트조명, 월넛마루","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
14084,동작구 흑석센트레빌 아파트 32평인테리어,"플랫화이트, 투톤주방, 한샘조명수퍼슬림, 헹잉형현관장, 현관거울도어, 현관간접등","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
14096,개성있는 색감으로 완성한 공간,"그린중문, 매트화이트현관장, 행잉형현관장, 현관장조명, 밝은현관, 다이닝벤치, 블루다이닝벤치, 모던다이닝, 대면형주방, 유광화이트주방, 모던주방, 효율적주방동선, 넉넉한주방수납, 블루바스, 블루톤욕실, 세련된욕실, 블루세면대, 블루욕실, 아지트만들기, 서브룸, 아지트, 우물천장, 오크마루, 은은한거실, 블루톤거실, 거실주방중문, 클래식붙박이장, 핑크포인트벽지, 화이트옷장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
14101,죽전동 꽃메마을 현대홈타운 4차 33평 헤링본인테리어,"발코니리모델링, 창고붙박이장, 복층인테리어, 복층계단리모델링","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
14109,서울 응봉동 금호현대아파트 31평 화이트 그레이 심플 모던 리모델링,"라이너스중문, 3연동중문, 화이트중문, 매트화이트, 화이트현관장, 현관장거울, 베이지욕실, 베이지젠다이, 베이지욕조, 우물천장, 등박스, 간접조명, 플랫그레이, 그레이키친, 자주방, 냉장고장, 그레이상부장, 화이트붙박이장, 매트화이트","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
14110,은은함 색감의 화이트 아이보리 인테리어,"매랩등, 간접조명, 50T장판, 확장거실, 밝은마루, 매트화이트, 매트화이트파우더장, 화이트파우더장, 매트화이트, 화이트타일, 매트화이트붙박이장, 화이트현관, 화이트현관장, 현관거울, 모노캐시미어, 모노캐시미어키큰장, 주방키큰장, 다이닝조명, 모노캐시미어, 행거레일, 레일조명, 베이지타일, 베이지주방, 심플욕실, 베이지타일, 심플선반, 카코베이지, 휴플로어, 콘크리트화이트, 휴판넬, 미끄럼방지","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007,spa_0011,spa_9999",,sty_0002
14119,서울 성동구 옥수동극동아파트 51평 취향을 담아 고급지게 완성한 공간,"매트화이트, 화이트주방, 아일랜드, 화이트아일랜드, 사각싱크볼, 라인조명, 매트화이트주방, 화이트식탁, 타원형식탁, 심플다이닝, 모던화이트주방, 우물천장, 간접등, 이노실링, 강마루, 모던가구, 브라운소파, 카페트인테리어","spa_0001,spa_0010,spa_9999",,sty_0002
14122,효율적인 공간 설계로 깔끔하게 정리된 인테리어,"등박스, 이노실링, 간접조명, 단내림시공, 에어컨시공, 베이지마루, 매트화이트, 주방간접조명, 자주방, 한샘인덕션, 밥솥장, 식기세척기, 빌트인플러스, 빌트인붙박이장, 매트화이트붙박이장, 매트화이트파우더장, 매트화이트, 빌트인화장대, 슬라이딩중문, 사생활보호, 화이트현관, 현관벤치, 화이트벤치, 원형거울, 베이지욕실, 심플욕실, 화이트다이닝, 베이지바닥, 심플주방, 심플다이닝, 4인용식탁","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
14124,모던그레이 톤의 깔끔한 리모델링,"3연동중문, 화이트현관, 매트화이트, 행잉형현관장, 현관거울, 모노그레이, 그레이주방, 자주방, 은은한그레이, 그레이상판, 모던주방, 브론즈파티션, 베이지타일, 베이지욕실, 심플다이닝, 화이트장식장, 다이닝장식장, 엣지조명, 폴딩도어, 주백색조명, 간접조명, 빌트인플러스, 빌트인장식장, 한샘강마루, 리얼라이트그레이, 주광색조명, 그레이도어, 차분한안방","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
14125,오래도록 질리지 않는 화이트 우드 내추럴 인테리어,"3연동중문, 초슬림중문, 망입유리, 빌트인현관장, 빌트인장식장, 빌트인플러스, 중앙장식장, 코지우드, 한샘주방, 자주방, 오크도어, 내추럴키친, 모자이크타일, 냉장고장, 빌트인후드, 플랫화이트, 붙박이장, 한샘수납, 화이트도어","spa_0010,spa_0003,spa_0011",,sty_0001
